"","Sample_ID","Sample_date","Sample_site","Response","Value"
"944","20070816-8-994",2007-08-16,"8-994","Lepto",0
"945","20070828-14-972",2007-08-28,"14-972","Lepto",1.51165324804308
"946","20070828-16-970",2007-08-28,"16-970","Lepto",0.347060656499792
"947","20070828-27-918",2007-08-28,"27-918","Lepto",4.84752964823533
"948","20070828-29-905",2007-08-28,"29-905","Lepto",0.272709725497298
"949","20070828-3-996",2007-08-28,"3-996","Lepto",1.50303065525461
"950","20070828-36-873",2007-08-28,"36-873","Lepto",0.241457776271858
"951","20070828-37-890",2007-08-28,"37-890","Lepto",0.53186742023675
"952","20070828-8-994",2007-08-28,"8-994","Lepto",0
"953","20070913-14-972",2007-09-13,"14-972","Lepto",2.95819902429065
"954","20070913-16-970",2007-09-13,"16-970","Lepto",0
"955","20070913-27-918",2007-09-13,"27-918","Lepto",9.14873130113598
"956","20070913-29-905",2007-09-13,"29-905","Lepto",5.93573503390113
"957","20070913-3-996",2007-09-13,"3-996","Lepto",0
"958","20070913-36-873",2007-09-13,"36-873","Lepto",6.00036334976047
"959","20070913-37-890",2007-09-13,"37-890","Lepto",0
"960","20070913-8-994",2007-09-13,"8-994","Lepto",4.46280395137497
"961","20070925-27-918",2007-09-25,"27-918","Lepto",0
"962","20070925-29-905",2007-09-25,"29-905","Lepto",0.38029672562015
"963","20070925-36-873",2007-09-25,"36-873","Lepto",0
"964","20070925-37-890",2007-09-25,"37-890","Lepto",0.458455079850291
"965","20070927-14-972",2007-09-27,"14-972","Lepto",0
"966","20070927-16-970",2007-09-27,"16-970","Lepto",0.587577858608324
"967","20070927-3-996",2007-09-27,"3-996","Lepto",0
"968","20070927-8-994",2007-09-27,"8-994","Lepto",0
"969","20080418-14-972",2008-04-18,"14-972","Lepto",0
"970","20080418-16-970",2008-04-18,"16-970","Lepto",0
"971","20080418-27-918",2008-04-18,"27-918","Lepto",0
"972","20080418-29-905",2008-04-18,"29-905","Lepto",0
"973","20080418-3-996",2008-04-18,"3-996","Lepto",0
"974","20080418-36-873",2008-04-18,"36-873","Lepto",0
"975","20080418-37-890",2008-04-18,"37-890","Lepto",0
"976","20080418-8-994",2008-04-18,"8-994","Lepto",0
"977","20080505-14-972",2008-05-05,"14-972","Lepto",0.274396093459184
"978","20080505-16-970",2008-05-05,"16-970","Lepto",0.945692270601034
"979","20080505-27-918",2008-05-05,"27-918","Lepto",0.506035423978981
"980","20080505-29-905",2008-05-05,"29-905","Lepto",0.249416460272022
"981","20080505-3-996",2008-05-05,"3-996","Lepto",0.590857403729002
"982","20080505-36-873",2008-05-05,"36-873","Lepto",0.32143124068648
"983","20080505-37-890",2008-05-05,"37-890","Lepto",0
"984","20080505-8-994",2008-05-05,"8-994","Lepto",0.033873347703744
"985","20080521-14-972",2008-05-21,"14-972","Lepto",1.0337589334842
"986","20080521-16-970",2008-05-21,"16-970","Lepto",0.150771883736493
"987","20080521-3-996",2008-05-21,"3-996","Lepto",0.562050791359393
"988","20080521-8-994",2008-05-21,"8-994","Lepto",0.380759367642682
"989","20080523-27-918",2008-05-23,"27-918","Lepto",2.71639536041961
"990","20080523-29-905",2008-05-23,"29-905","Lepto",0.07214494760423
"991","20080523-36-873",2008-05-23,"36-873","Lepto",0.633773037532033
"992","20080523-37-890",2008-05-23,"37-890","Lepto",0.701857031716032
"993","20080605-14-972",2008-06-05,"14-972","Lepto",0
"994","20080605-16-970",2008-06-05,"16-970","Lepto",7.65482064393604
"995","20080605-27-918",2008-06-05,"27-918","Lepto",4.82889433428881
"996","20080605-29-905",2008-06-05,"29-905","Lepto",25.803799509967
"997","20080605-3-996",2008-06-05,"3-996","Lepto",0
"998","20080605-36-873",2008-06-05,"36-873","Lepto",0.168903313279567
"999","20080605-37-890",2008-06-05,"37-890","Lepto",24.2571983965618
"1000","20080605-8-994",2008-06-05,"8-994","Lepto",0
"1001","20080619-27-918",2008-06-19,"27-918","Lepto",0
"1002","20080619-29-905",2008-06-19,"29-905","Lepto",0
"1003","20080619-36-873",2008-06-19,"36-873","Lepto",0
"1004","20080619-37-890",2008-06-19,"37-890","Lepto",0
"1005","20080620-14-972",2008-06-20,"14-972","Lepto",0
"1006","20080620-16-970",2008-06-20,"16-970","Lepto",0
"1007","20080620-3-996",2008-06-20,"3-996","Lepto",0
"1008","20080620-8-994",2008-06-20,"8-994","Lepto",0
"1009","20080701-14-972",2008-07-01,"14-972","Lepto",0
"1010","20080701-16-970",2008-07-01,"16-970","Lepto",0
"1011","20080701-27-918",2008-07-01,"27-918","Lepto",1.49313856775945
"1012","20080701-29-905",2008-07-01,"29-905","Lepto",0.410987611692324
"1013","20080701-3-996",2008-07-01,"3-996","Lepto",0
"1014","20080701-36-873",2008-07-01,"36-873","Lepto",0
"1015","20080701-37-890",2008-07-01,"37-890","Lepto",0
"1016","20080701-8-994",2008-07-01,"8-994","Lepto",0
"1017","20080728-14-972",2008-07-28,"14-972","Lepto",2.7574886475145
"1018","20080728-16-970",2008-07-28,"16-970","Lepto",0.447813034955526
"1019","20080728-27-918",2008-07-28,"27-918","Lepto",7.94794797214291
"1020","20080728-29-905",2008-07-28,"29-905","Lepto",0
"1021","20080728-3-996",2008-07-28,"3-996","Lepto",0.587793482995143
"1022","20080728-36-873",2008-07-28,"36-873","Lepto",0
"1023","20080728-37-890",2008-07-28,"37-890","Lepto",0
"1024","20080728-8-994",2008-07-28,"8-994","Lepto",3.33693145820253
"1025","20080813-14-972",2008-08-13,"14-972","Lepto",0.299956931761338
"1026","20080813-16-970",2008-08-13,"16-970","Lepto",0
"1027","20080813-27-918",2008-08-13,"27-918","Lepto",0
"1028","20080813-29-905",2008-08-13,"29-905","Lepto",0.83494512669757
"1029","20080813-3-996",2008-08-13,"3-996","Lepto",2.14488555067908
"1030","20080813-36-873",2008-08-13,"36-873","Lepto",0
"1031","20080813-37-890",2008-08-13,"37-890","Lepto",0
"1032","20080813-8-994",2008-08-13,"8-994","Lepto",0
"1033","20080829-14-972",2008-08-29,"14-972","Lepto",0
"1034","20080829-16-970",2008-08-29,"16-970","Lepto",0
"1035","20080829-3-996",2008-08-29,"3-996","Lepto",0
"1036","20080829-8-994",2008-08-29,"8-994","Lepto",0
"1037","20080902-27-918",2008-09-02,"27-918","Lepto",4.90417054622669
"1038","20080902-29-905",2008-09-02,"29-905","Lepto",4.22348901136608
"1039","20080902-36-873",2008-09-02,"36-873","Lepto",2.56210780852008
"1040","20080902-37-890",2008-09-02,"37-890","Lepto",0
"1041","20080924-16-970",2008-09-24,"16-970","Lepto",0
"1042","20080925-27-918",2008-09-25,"27-918","Lepto",1.79219004023065
"1043","20080925-29-905",2008-09-25,"29-905","Lepto",4.76214121072382
"1044","20080925-36-873",2008-09-25,"36-873","Lepto",0.598794253492577
"1045","20080925-37-890",2008-09-25,"37-890","Lepto",0
"1046","20080929-3-996",2008-09-29,"3-996","Lepto",2.2653727386112
"1047","20080929-8-994",2008-09-29,"8-994","Lepto",0.136927462577345
"1048","20090507-14-972",2009-05-07,"14-972","Lepto",0.102114095336452
"1049","20090507-27-918",2009-05-07,"27-918","Lepto",0.0132397495811876
"1050","20090507-29-905",2009-05-07,"29-905","Lepto",0
"1051","20090507-3-996",2009-05-07,"3-996","Lepto",0
"1052","20090507-36-873",2009-05-07,"36-873","Lepto",0.0345894924497673
"1053","20090507-8-994",2009-05-07,"8-994","Lepto",0.0228617846485853
"1054","20090518-27-918",2009-05-18,"27-918","Lepto",0.00194028973637195
"1055","20090518-29-905",2009-05-18,"29-905","Lepto",0
"1056","20090518-36-873",2009-05-18,"36-873","Lepto",0.0637271276687681
"1057","20090518-37-890",2009-05-18,"37-890","Lepto",0.264111813795377
"1058","20090519-14-972",2009-05-19,"14-972","Lepto",0.0533473640151054
"1059","20090519-16-970",2009-05-19,"16-970","Lepto",0.653346847396052
"1060","20090519-3-996",2009-05-19,"3-996","Lepto",0.0866000456354792
"1061","20090519-8-994",2009-05-19,"8-994","Lepto",1.30772609204382
"1062","20090602-14-972",2009-06-02,"14-972","Lepto",8.71490314387523
"1063","20090602-16-970",2009-06-02,"16-970","Lepto",35.2561806886152
"1064","20090602-27-918",2009-06-02,"27-918","Lepto",12.9535316482383
"1065","20090602-29-905",2009-06-02,"29-905","Lepto",4.83643813806953
"1066","20090602-3-996",2009-06-02,"3-996","Lepto",3.00826462843951
"1067","20090602-36-873",2009-06-02,"36-873","Lepto",16.6249341203502
"1068","20090602-37-890",2009-06-02,"37-890","Lepto",6.17745988956501
"1069","20090602-8-994",2009-06-02,"8-994","Lepto",1.0360187520441
"1070","20090616-27-918",2009-06-16,"27-918","Lepto",8.69377171673599
"1071","20090616-29-905",2009-06-16,"29-905","Lepto",22.7843627586658
"1072","20090616-36-873",2009-06-16,"36-873","Lepto",0
"1073","20090622-14-972",2009-06-22,"14-972","Lepto",0
"1074","20090622-16-970",2009-06-22,"16-970","Lepto",3.179272549471
"1075","20090622-3-996",2009-06-22,"3-996","Lepto",1.59831919434081
"1076","20090622-8-994",2009-06-22,"8-994","Lepto",0
"1077","20090701-14-972",2009-07-01,"14-972","Lepto",8.20345011035542
"1078","20090701-16-970",2009-07-01,"16-970","Lepto",70.5827124440298
"1079","20090701-27-918",2009-07-01,"27-918","Lepto",9.36840763519459
"1080","20090701-29-905",2009-07-01,"29-905","Lepto",11.9967231489232
"1081","20090701-3-996",2009-07-01,"3-996","Lepto",2.2221882181744
"1082","20090701-36-873",2009-07-01,"36-873","Lepto",0
"1083","20090701-37-890",2009-07-01,"37-890","Lepto",0.145869801964974
"1084","20090701-8-994",2009-07-01,"8-994","Lepto",18.311904993897
"1085","20090720-27-918",2009-07-20,"27-918","Lepto",5.4229161712119
"1086","20090720-29-905",2009-07-20,"29-905","Lepto",2.59386601239059
"1087","20090720-36-873",2009-07-20,"36-873","Lepto",11.9954094108747
"1088","20090720-37-890",2009-07-20,"37-890","Lepto",0
"1089","20090721-14-972",2009-07-21,"14-972","Lepto",0
"1090","20090721-16-970",2009-07-21,"16-970","Lepto",0
"1091","20090721-3-996",2009-07-21,"3-996","Lepto",6.5963131974795
"1092","20090721-8-994",2009-07-21,"8-994","Lepto",5.22655142103667
"1093","20090730-14-972",2009-07-30,"14-972","Lepto",12.5601889345501
"1094","20090730-16-970",2009-07-30,"16-970","Lepto",7.72100562872327
"1095","20090730-27-918",2009-07-30,"27-918","Lepto",2.96802231895526
"1096","20090730-29-905",2009-07-30,"29-905","Lepto",4.26056407785233
"1097","20090730-3-996",2009-07-30,"3-996","Lepto",2.62285003864729
"1098","20090730-36-873",2009-07-30,"36-873","Lepto",1.56193540491697
"1099","20090730-37-890",2009-07-30,"37-890","Lepto",12.8468457092306
"1100","20090730-8-994",2009-07-30,"8-994","Lepto",14.0527526474751
"1101","20090811-14-972",2009-08-11,"14-972","Lepto",6.68883652565469
"1102","20090811-16-970",2009-08-11,"16-970","Lepto",0.358608833260129
"1103","20090811-27-918",2009-08-11,"27-918","Lepto",2.20065091953897
"1104","20090811-29-905",2009-08-11,"29-905","Lepto",4.8638331912399
"1105","20090811-3-996",2009-08-11,"3-996","Lepto",0
"1106","20090811-36-873",2009-08-11,"36-873","Lepto",2.43371503300073
"1107","20090811-37-890",2009-08-11,"37-890","Lepto",15.0598837726131
"1108","20090811-8-994",2009-08-11,"8-994","Lepto",2.3740883139265
"1109","20090825-14-972",2009-08-25,"14-972","Lepto",5.08290742414163
"1110","20090825-16-970",2009-08-25,"16-970","Lepto",0
"1111","20090825-27-918",2009-08-25,"27-918","Lepto",0
"1112","20090825-29-905",2009-08-25,"29-905","Lepto",16.2405869794094
"1113","20090825-3-996",2009-08-25,"3-996","Lepto",2.35936171459803
"1114","20090825-36-873",2009-08-25,"36-873","Lepto",0
"1115","20090825-37-890",2009-08-25,"37-890","Lepto",4.88900353126097
"1116","20090825-8-994",2009-08-25,"8-994","Lepto",2.69664824225504
"1117","20090910-14-972",2009-09-10,"14-972","Lepto",0
"1118","20090910-16-970",2009-09-10,"16-970","Lepto",7.07626311444357
"1119","20090910-27-918",2009-09-10,"27-918","Lepto",4.44090620268304
"1120","20090910-29-905",2009-09-10,"29-905","Lepto",2.58261185163885
"1121","20090910-3-996",2009-09-10,"3-996","Lepto",0
"1122","20090910-36-873",2009-09-10,"36-873","Lepto",0
"1123","20090910-37-890",2009-09-10,"37-890","Lepto",10.9452334227987
"1124","20090910-8-994",2009-09-10,"8-994","Lepto",0
"1125","20090923-27-918",2009-09-23,"27-918","Lepto",4.38675110421129
"1126","20090923-29-905",2009-09-23,"29-905","Lepto",2.95341570461118
"1127","20090923-36-873",2009-09-23,"36-873","Lepto",1.58447709688342
"1128","20090923-37-890",2009-09-23,"37-890","Lepto",0.46678920829366
"1129","20090924-14-972",2009-09-24,"14-972","Lepto",2.53593402919706
"1130","20090924-16-970",2009-09-24,"16-970","Lepto",2.53847099576946
"1131","20090924-3-996",2009-09-24,"3-996","Lepto",0
"1132","20090924-8-994",2009-09-24,"8-994","Lepto",0
"1133","20100510-3-996",2010-05-10,"3-996","Lepto",4.19441083220631
"1134","20100510-8-994",2010-05-10,"8-994","Lepto",0.297849844480901
"1135","20100520-14-972",2010-05-20,"14-972","Lepto",0
"1136","20100520-16-970",2010-05-20,"16-970","Lepto",2.18862352227556
"1137","20100520-3-996",2010-05-20,"3-996","Lepto",3.94995756947845
"1138","20100520-8-994",2010-05-20,"8-994","Lepto",0.0930548661818457
"1139","20100524-27-918",2010-05-24,"27-918","Lepto",2.38869254896153
"1140","20100524-29-905",2010-05-24,"29-905","Lepto",1.94389565582854
"1141","20100524-36-873",2010-05-24,"36-873","Lepto",0.261530487148884
"1142","20100524-37-890",2010-05-24,"37-890","Lepto",0
"1143","20100603-14-972",2010-06-03,"14-972","Lepto",5.62104426690511
"1144","20100603-16-970",2010-06-03,"16-970","Lepto",2.71447595883779
"1145","20100603-27-918",2010-06-03,"27-918","Lepto",7.22321448652921
"1146","20100603-29-905",2010-06-03,"29-905","Lepto",14.1668714475945
"1147","20100603-3-996",2010-06-03,"3-996","Lepto",0.926585769881154
"1148","20100603-36-873",2010-06-03,"36-873","Lepto",16.4743634806995
"1149","20100603-37-890",2010-06-03,"37-890","Lepto",1.02193314158401
"1150","20100603-8-994",2010-06-03,"8-994","Lepto",2.69341332690708
"1151","20100614-14-972",2010-06-14,"14-972","Lepto",3.57110053924101
"1152","20100614-16-970",2010-06-14,"16-970","Lepto",0
"1153","20100614-3-996",2010-06-14,"3-996","Lepto",0
"1154","20100614-8-994",2010-06-14,"8-994","Lepto",0.46070889917737
"1155","20100617-27-918",2010-06-17,"27-918","Lepto",5.33481020321152
"1156","20100617-29-905",2010-06-17,"29-905","Lepto",22.6442173778373
"1157","20100617-36-873",2010-06-17,"36-873","Lepto",10.7707322135844
"1158","20100617-37-890",2010-06-17,"37-890","Lepto",9.18348196979931
"1159","20100701-14-972",2010-07-01,"14-972","Lepto",3.51981416452729
"1160","20100701-16-970",2010-07-01,"16-970","Lepto",0
"1161","20100701-27-918",2010-07-01,"27-918","Lepto",6.48436635417794
"1162","20100701-29-905",2010-07-01,"29-905","Lepto",20.4973334130858
"1163","20100701-3-996",2010-07-01,"3-996","Lepto",4.35458689092513
"1164","20100701-36-873",2010-07-01,"36-873","Lepto",2.75004823494981
"1165","20100701-37-890",2010-07-01,"37-890","Lepto",5.12974549564693
"1166","20100701-8-994",2010-07-01,"8-994","Lepto",16.572330154206
"1167","20100714-14-972",2010-07-14,"14-972","Lepto",0
"1168","20100714-16-970",2010-07-14,"16-970","Lepto",0
"1169","20100714-27-918",2010-07-14,"27-918","Lepto",8.46316271928376
"1170","20100714-29-905",2010-07-14,"29-905","Lepto",2.55175410021198
"1171","20100714-3-996",2010-07-14,"3-996","Lepto",0
"1172","20100714-36-873",2010-07-14,"36-873","Lepto",4.48509051865496
"1173","20100714-37-890",2010-07-14,"37-890","Lepto",0.767556658152117
"1174","20100714-8-994",2010-07-14,"8-994","Lepto",0
"1175","20100726-14-972",2010-07-26,"14-972","Lepto",0
"1176","20100726-16-970",2010-07-26,"16-970","Lepto",4.51342244910313
"1177","20100726-3-996",2010-07-26,"3-996","Lepto",0.559900068647313
"1178","20100726-8-994",2010-07-26,"8-994","Lepto",2.22802201835906
"1179","20100727-27-918",2010-07-27,"27-918","Lepto",7.84872501217604
"1180","20100727-29-905",2010-07-27,"29-905","Lepto",9.78461084604649
"1181","20100727-36-873",2010-07-27,"36-873","Lepto",0.791299723060384
"1182","20100727-37-890",2010-07-27,"37-890","Lepto",14.2321458197697
"1183","20100811-14-972",2010-08-11,"14-972","Lepto",0
"1184","20100811-16-970",2010-08-11,"16-970","Lepto",5.83088934479948
"1185","20100811-27-918",2010-08-11,"27-918","Lepto",5.67974162832901
"1186","20100811-29-905",2010-08-11,"29-905","Lepto",10.8481881130407
"1187","20100811-3-996",2010-08-11,"3-996","Lepto",0.621805185817005
"1188","20100811-36-873",2010-08-11,"36-873","Lepto",3.27493838509758
"1189","20100811-37-890",2010-08-11,"37-890","Lepto",2.93298567429216
"1190","20100811-8-994",2010-08-11,"8-994","Lepto",0
"1191","20100825-27-918",2010-08-25,"27-918","Lepto",17.630989821276
"1192","20100825-29-905",2010-08-25,"29-905","Lepto",0.899908421063616
"1193","20100825-36-873",2010-08-25,"36-873","Lepto",5.81624645406731
"1194","20100825-37-890",2010-08-25,"37-890","Lepto",0
"1195","20100830-14-972",2010-08-30,"14-972","Lepto",4.32930692496038
"1196","20100830-16-970",2010-08-30,"16-970","Lepto",4.39695091752492
"1197","20100830-3-996",2010-08-30,"3-996","Lepto",3.99922751248957
"1198","20100830-8-994",2010-08-30,"8-994","Lepto",0
"1199","20100921-14-972",2010-09-21,"14-972","Lepto",0
"1200","20100921-16-970",2010-09-21,"16-970","Lepto",0
"1201","20100921-3-996",2010-09-21,"3-996","Lepto",0
"1202","20100921-8-994",2010-09-21,"8-994","Lepto",0
"1203","20101013-27-918",2010-10-13,"27-918","Lepto",1.42276015637936
"1204","20101013-29-905",2010-10-13,"29-905","Lepto",0
"1205","20101013-36-873",2010-10-13,"36-873","Lepto",0.806082927840736
"1206","20101013-37-890",2010-10-13,"37-890","Lepto",0.171369008699655
"1207","20101015-3-996",2010-10-15,"3-996","Lepto",0
"1208","20110505-14-972",2011-05-05,"14-972","Lepto",0.196818814457099
"1209","20110505-16-970",2011-05-05,"16-970","Lepto",0
"1210","20110505-27-918",2011-05-05,"27-918","Lepto",0.0114561280767108
"1211","20110505-29-905",2011-05-05,"29-905","Lepto",0.0205970022460008
"1212","20110505-3-996",2011-05-05,"3-996","Lepto",0
"1213","20110505-36-873",2011-05-05,"36-873","Lepto",0.0102324090799941
"1214","20110505-37-890",2011-05-05,"37-890","Lepto",0.00597061527760083
"1215","20110505-8-994",2011-05-05,"8-994","Lepto",0.222060800513012
"1216","20110519-14-972",2011-05-19,"14-972","Lepto",0
"1217","20110519-16-970",2011-05-19,"16-970","Lepto",0
"1218","20110519-27-918",2011-05-19,"27-918","Lepto",0.00637367720016148
"1219","20110519-29-905",2011-05-19,"29-905","Lepto",0
"1220","20110519-3-996",2011-05-19,"3-996","Lepto",0
"1221","20110519-36-873",2011-05-19,"36-873","Lepto",0.0157153192296793
"1222","20110519-37-890",2011-05-19,"37-890","Lepto",0
"1223","20110519-8-994",2011-05-19,"8-994","Lepto",0.503572893345139
"1224","20110603-14-972",2011-06-03,"14-972","Lepto",0
"1225","20110603-16-970",2011-06-03,"16-970","Lepto",0.708573040283984
"1226","20110603-27-918",2011-06-03,"27-918","Lepto",1.23492558214959
"1227","20110603-29-905",2011-06-03,"29-905","Lepto",0.670738259042249
"1228","20110603-3-996",2011-06-03,"3-996","Lepto",0.197799319222654
"1229","20110603-36-873",2011-06-03,"36-873","Lepto",0
"1230","20110603-37-890",2011-06-03,"37-890","Lepto",0
"1231","20110603-8-994",2011-06-03,"8-994","Lepto",0
"1232","20110615-14-972",2011-06-15,"14-972","Lepto",4.23601963335055
"1233","20110615-16-970",2011-06-15,"16-970","Lepto",22.7679834204639
"1234","20110615-27-918",2011-06-15,"27-918","Lepto",41.6630019504922
"1235","20110615-29-905",2011-06-15,"29-905","Lepto",70.6773197806144
"1236","20110615-3-996",2011-06-15,"3-996","Lepto",0
"1237","20110615-36-873",2011-06-15,"36-873","Lepto",69.7136330674408
"1238","20110615-37-890",2011-06-15,"37-890","Lepto",15.4115465709566
"1239","20110615-8-994",2011-06-15,"8-994","Lepto",0.633024021040635
"1240","20110630-14-972",2011-06-30,"14-972","Lepto",0
"1241","20110630-16-970",2011-06-30,"16-970","Lepto",1.6654063116688
"1242","20110630-27-918",2011-06-30,"27-918","Lepto",0
"1243","20110630-29-905",2011-06-30,"29-905","Lepto",0
"1244","20110630-3-996",2011-06-30,"3-996","Lepto",2.63899991282464
"1245","20110630-36-873",2011-06-30,"36-873","Lepto",0.106797390314816
"1246","20110630-37-890",2011-06-30,"37-890","Lepto",3.54054349022405
"1247","20110630-8-994",2011-06-30,"8-994","Lepto",0
"1248","20110711-14-972",2011-07-11,"14-972","Lepto",0
"1249","20110711-16-970",2011-07-11,"16-970","Lepto",6.79499716672391
"1250","20110711-27-918",2011-07-11,"27-918","Lepto",2.92611886522275
"1251","20110711-29-905",2011-07-11,"29-905","Lepto",3.60835593806601
"1252","20110711-3-996",2011-07-11,"3-996","Lepto",0
"1253","20110711-36-873",2011-07-11,"36-873","Lepto",4.15995137870209
"1254","20110711-37-890",2011-07-11,"37-890","Lepto",6.51794178250973
"1255","20110711-8-994",2011-07-11,"8-994","Lepto",0
"1256","20110727-14-972",2011-07-27,"14-972","Lepto",3.61958425552397
"1257","20110727-16-970",2011-07-27,"16-970","Lepto",0
"1258","20110727-27-918",2011-07-27,"27-918","Lepto",29.2029885098699
"1259","20110727-29-905",2011-07-27,"29-905","Lepto",0
"1260","20110727-3-996",2011-07-27,"3-996","Lepto",0
"1261","20110727-36-873",2011-07-27,"36-873","Lepto",55.1784234129357
"1262","20110727-37-890",2011-07-27,"37-890","Lepto",7.98002973288896
"1263","20110727-8-994",2011-07-27,"8-994","Lepto",0
"1264","20110812-14-972",2011-08-12,"14-972","Lepto",0
"1265","20110812-16-970",2011-08-12,"16-970","Lepto",17.9061743115456
"1266","20110812-27-918",2011-08-12,"27-918","Lepto",0
"1267","20110812-29-905",2011-08-12,"29-905","Lepto",0.722264602886466
"1268","20110812-3-996",2011-08-12,"3-996","Lepto",5.72816607407538
"1269","20110812-36-873",2011-08-12,"36-873","Lepto",0
"1270","20110812-37-890",2011-08-12,"37-890","Lepto",1.76706464057523
"1271","20110812-8-994",2011-08-12,"8-994","Lepto",0
"1272","20110825-3-996",2011-08-25,"3-996","Lepto",5.02985661207277
"1273","20110825-8-994",2011-08-25,"8-994","Lepto",0
"1274","20110830-14-972",2011-08-30,"14-972","Lepto",0
"1275","20110830-16-970",2011-08-30,"16-970","Lepto",0
"1276","20110830-27-918",2011-08-30,"27-918","Lepto",0
"1277","20110830-29-905",2011-08-30,"29-905","Lepto",16.8618194349963
"1278","20110830-3-996",2011-08-30,"3-996","Lepto",16.1530971698292
"1279","20110830-36-873",2011-08-30,"36-873","Lepto",0
"1280","20110830-37-890",2011-08-30,"37-890","Lepto",3.307965758059
"1281","20110830-8-994",2011-08-30,"8-994","Lepto",2.35958545881135
"1282","20110909-14-972",2011-09-09,"14-972","Lepto",0
"1283","20110909-16-970",2011-09-09,"16-970","Lepto",0
"1284","20110909-27-918",2011-09-09,"27-918","Lepto",0
"1285","20110909-29-905",2011-09-09,"29-905","Lepto",0.0224140792575967
"1286","20110909-3-996",2011-09-09,"3-996","Lepto",0
"1287","20110909-36-873",2011-09-09,"36-873","Lepto",75.7475279500044
"1288","20110909-37-890",2011-09-09,"37-890","Lepto",3.43158784322807
"1289","20110909-8-994",2011-09-09,"8-994","Lepto",0
"1290","20110922-14-972",2011-09-22,"14-972","Lepto",0
"1291","20110922-16-970",2011-09-22,"16-970","Lepto",0
"1292","20110922-27-918",2011-09-22,"27-918","Lepto",0.0232377079344431
"1293","20110922-29-905",2011-09-22,"29-905","Lepto",0
"1294","20110922-3-996",2011-09-22,"3-996","Lepto",1.32969335892274
"1295","20110922-36-873",2011-09-22,"36-873","Lepto",1.33050862830178
"1296","20110922-37-890",2011-09-22,"37-890","Lepto",0
"1297","20110922-8-994",2011-09-22,"8-994","Lepto",0
"1298","20111004-14-972",2011-10-04,"14-972","Lepto",0
"1299","20111004-16-970",2011-10-04,"16-970","Lepto",0
"1300","20111004-27-918",2011-10-04,"27-918","Lepto",0
"1301","20111004-29-905",2011-10-04,"29-905","Lepto",0
"1302","20111004-3-996",2011-10-04,"3-996","Lepto",0
"1303","20111004-36-873",2011-10-04,"36-873","Lepto",3.12799253320175
"1304","20111004-37-890",2011-10-04,"37-890","Lepto",0
"1305","20111004-8-994",2011-10-04,"8-994","Lepto",0
"1306","20120511-14-972",2012-05-11,"14-972","Lepto",1.25162268939702
"1307","20120511-16-970",2012-05-11,"16-970","Lepto",0.220364559400083
"1308","20120511-27-918",2012-05-11,"27-918","Lepto",0.423196891169198
"1309","20120511-29-905",2012-05-11,"29-905","Lepto",0.105953231532955
"1310","20120511-3-996",2012-05-11,"3-996","Lepto",2.43002449761385
"1311","20120511-36-873",2012-05-11,"36-873","Lepto",0.271363500800985
"1312","20120511-37-890",2012-05-11,"37-890","Lepto",0.500252621364581
"1313","20120511-8-994",2012-05-11,"8-994","Lepto",0
"1314","20120523-14-972",2012-05-23,"14-972","Lepto",9.56355622156836
"1315","20120523-16-970",2012-05-23,"16-970","Lepto",17.0904542777745
"1316","20120523-3-996",2012-05-23,"3-996","Lepto",1.09772368311981
"1317","20120523-8-994",2012-05-23,"8-994","Lepto",1.48165728278029
"1318","20120524-27-918",2012-05-24,"27-918","Lepto",7.26930937799507
"1319","20120524-29-905",2012-05-24,"29-905","Lepto",2.40532150608211
"1320","20120524-36-873",2012-05-24,"36-873","Lepto",0.983158266124456
"1321","20120524-37-890",2012-05-24,"37-890","Lepto",22.6643125398092
"1322","20120607-14-972",2012-06-07,"14-972","Lepto",0
"1323","20120607-16-970",2012-06-07,"16-970","Lepto",0
"1324","20120607-27-918",2012-06-07,"27-918","Lepto",0
"1325","20120607-29-905",2012-06-07,"29-905","Lepto",0
"1326","20120607-3-996",2012-06-07,"3-996","Lepto",0
"1327","20120607-36-873",2012-06-07,"36-873","Lepto",0
"1328","20120607-37-890",2012-06-07,"37-890","Lepto",0.255215149731905
"1329","20120607-8-994",2012-06-07,"8-994","Lepto",0
"1330","20120620-14-972",2012-06-20,"14-972","Lepto",0
"1331","20120620-16-970",2012-06-20,"16-970","Lepto",0
"1332","20120620-27-918",2012-06-20,"27-918","Lepto",2.48079040466376
"1333","20120620-29-905",2012-06-20,"29-905","Lepto",0
"1334","20120620-3-996",2012-06-20,"3-996","Lepto",0
"1335","20120620-36-873",2012-06-20,"36-873","Lepto",0
"1336","20120620-37-890",2012-06-20,"37-890","Lepto",1.76139578213957
"1337","20120620-8-994",2012-06-20,"8-994","Lepto",0
"1338","20120702-14-972",2012-07-02,"14-972","Lepto",0
"1339","20120702-16-970",2012-07-02,"16-970","Lepto",0
"1340","20120702-3-996",2012-07-02,"3-996","Lepto",0
"1341","20120702-8-994",2012-07-02,"8-994","Lepto",1.17624284334117
"1342","20120703-29-905",2012-07-03,"29-905","Lepto",1.26128805193577
"1343","20120703-36-873",2012-07-03,"36-873","Lepto",6.10656336617604
"1344","20120703-37-890",2012-07-03,"37-890","Lepto",0
"1345","20120716-14-972",2012-07-16,"14-972","Lepto",3.47975264148203
"1346","20120716-16-970",2012-07-16,"16-970","Lepto",0.757918370358928
"1347","20120716-3-996",2012-07-16,"3-996","Lepto",0
